	address	name	title	График работы	Опыт работы	Сфера деятельности
1896	"м. Авиамоторная,  
 Авиамоторная"	mashinist_ekskavatora-pogruzchika_jcb_3cx_658044052	Машинист экскаватора-погрузчика JCB 3CX			
1897	Москва, м. Автозаводская, улица Ленинская Слобода, 26	prodavets_v_mebelnyy_tsentr_rumer_1687078618	Продавец в мебельный центр Румер	сменный график	не имеет значения	Продажи
1898	Москва, м. Алексеевская, проспект Мира, 99	prodavets-kassir_1142514487	Продавец-кассир			
1899	Москва, м. Проспект Мира, проспект Мира, 69с1	uborschitsa_ik_1607287226	Уборщица (ик)	полный день	не имеет значения	ЖКХ, эксплуатация
1900	"м. Калужская,  
 Обручева 5А"	master_nogtevogo_servisa_904338022	Мастер ногтевого сервиса	сменный график	более 1 года	Фитнес, салоны красоты
1901	"м. Охотный ряд,  
 Москва"	spetsialist_v_salon_svyazi_g._moskva_1003375736	Специалист в салон связи /г. Москва	полный день	не имеет значения	Без опыта, студенты
1902	Москва, м. Спортивная, метро Спортивная	rabochiy_-_dvornik_1634877036	Рабочий - дворник			
1903	Москва, м. Текстильщики, Юго-Восточный административный округ, район Текстильщики	voditel_avtobetonosmesitelya_iveco_absmikser_1257350663	Водитель автобетоносмесителя iveco (абс,миксер)	вахтовый метод	более 3 лет	Транспорт, логистика
1904	Москва, м. Авиамоторная, шоссе Энтузиастов	ohrannik_vahta_1410967681	Охранник (вахта)	вахтовый метод	не имеет значения	Охрана, безопасность
1905	Москва, м. Баррикадная, Кудринская площадь	raznorabochiy_1478430454	Разнорабочий			
1906	"м. Менделеевская,  
 ул.Новослободская, д.20"	rabochie_na_sklad_pyaterochka_1063452019	Рабочие на склад Пятерочка	вахтовый метод	не имеет значения	Производство, сырьё, с/х
1907	Москва, м. Зорге, м. Октябрьское поле, 3-я Хорошёвская улица д.18 к.1, офис 110	svarschik_986407135	Сварщик	полный день	более 1 года	Строительство
1908	метро , Москва, м. Выхино, Выхино	gruzchik_1117183445	Грузчик	полный день	не имеет значения	Производство, сырьё, с/х
